,0_x,+,−,?,communictaion,quality,price,safety
234,самый плохой банк мой жизнь 05 05 22 пополнить карта халва потратить 10к рубль условие кредит не платить процент 06 05 22 пойти магазин удивление не смочь произвести оплата далее прийти смс карта,2.2940351396008283e-05,0.992011880166939,0.00796517948166506,1.0,0.0,0.0,0.0
235,обратиться сбербанк проблема магазин связный сделать отмена возврат списать мой личный деньга обратиться связный сказать ошибка выплатить деньга обратно денежный средство не поступить,2.029575383428155e-05,0.803146203022654,0.19683350122351168,0.5,0.5,0.0,0.0
236,постоянный клиент банк,0.27364245970315654,0.6455951528167283,0.08076238748011513,0.0,1.0,0.0,0.0
237,здравствуйте февраль 2022 год сей пора газпромбанк не начислить кэшбек хотя ежемесячно начисляться проблема непонятно почему возникнуть это проблема вдвойне неприятно так трата течение месяц больший,3.5344909689871404e-05,0.9996509638617737,0.0003136912285364823,0.0,1.0,0.0,0.0
238,начать пользоваться тинькофф банк некоторый время назад,0.1611727957509381,0.061601332220187,0.7772258720288749,1.0,0.0,0.0,0.0
239,очень благодарный сотрудник банк быстрый положительный решение мой проблема,0.9897139961860578,0.0010187627567485285,0.009267241057193534,0.6666666666666666,0.3333333333333333,0.0,0.0
240,являться клиент банк не давно год это время сложиться кой какой впечатление банк оно положительный,0.8057361859258787,0.11219715115046933,0.08206666292365193,0.0,1.0,0.0,0.0
241,20 07 2022г,0.12679422043353,0.5178211510950883,0.35538462847138175,1.0,0.0,0.0,0.0
242,хотеть поблагодарить,0.8573379964811871,0.06883361464457766,0.0738283888742351,1.0,0.0,0.0,0.0
243,обратиться ситуация нелогичный списание комиссия покупка сторонний не партнёрский пункт продажа подключение везде допуслуга выясниться хотя думать подключить одновременно основной услуга халва десяток,0.669022822744834,0.17621420524487566,0.15476297201029027,1.0,0.0,0.0,0.0
244,очень заслужить честной негатив адрес тб проблема не решаться полгода необоснованный блокировка не работать карта обман условие неадекватный поддержка,0.0027287551671986536,0.9971960072166604,7.523761614104077e-05,1.0,0.0,0.0,0.0
245,обратиться отделение г,0.16732892182635442,0.3921229977504374,0.44054808042320825,0.6666666666666666,0.3333333333333333,0.0,0.0
246,здравствуйте сделка использование ипотека сбербанк,0.04951216209743043,0.8909403712166957,0.05954746668587392,1.0,0.0,0.0,0.0
247,здраствовать сегодня 25 07 2022 21 30 2 оператор ольга виктория отказываться принять претензия технический сбой не корректно отображать операция 2021 год,0.0011596634705118834,0.9639531410446309,0.03488719548485717,0.0,1.0,0.0,0.0
248,являться сторонник тинькофф банк целое экосистема например каско осаго также тинькофф мой отзыв банк ру это понятно,0.5790253391836198,0.0009720184817528293,0.4200026423346275,0.0,1.0,0.0,0.0
249,ошибка сотрудник кол центр банк начислить процент утратить льготный период так,0.09627162587558294,0.8755574650804365,0.02817090904398058,0.6666666666666666,0.3333333333333333,0.0,0.0
250,бонусный программа сбербанк спасибо долгий время пользоваться бонус спасибо сбербанк далее бонус сб соответственно маленький основный начисление устраивать потихоньку накапливаться осень 2020 год бонус,0.28306474202201914,0.00041587711232520056,0.7165193808656557,0.0,1.0,0.0,0.0
251,оформить кредит приложение кредит одобрить,0.42792054606979707,0.08926109145286189,0.482818362477341,0.0,1.0,0.0,0.0
252,18 февраль обратиться отделение г воронеж очередь не,0.06678166343295003,0.8168879381433258,0.1163303984237241,0.0,1.0,0.0,0.0
253,самый отстойный банк тот который сталкиваться,0.07733839283456877,0.8003972524575073,0.12226435470792402,0.0,1.0,0.0,0.0
254,добрый день 24 04 22 оформить приложение мтс банк кредит наличные,0.15035308302345307,0.1991791148783111,0.6504678020982357,0.0,0.5,0.5,0.0
255,понадобиться справка реквизит карта,0.267750668077705,0.08314893253198415,0.649100399390311,0.0,1.0,0.0,0.0
256,сегодня 10 07 2022 г воспользоваться карта халва,0.11771717442194558,0.8259299083107273,0.056352917267327156,0.0,1.0,0.0,0.0
257,купиться обещание банк льготный обслуживание перевести зарплата втб выпустить зарплатный карта,0.22214071636410535,0.3895843043629226,0.3882749792729721,0.5,0.5,0.0,0.0
258,20 март сделать попытка дистанционный открытие вклад пополнять,0.008595768260635498,0.40273322869234757,0.5886710030470169,0.0,1.0,0.0,0.0
259,добрый день вообщий обслуживание данный банк довольный постоянно какой проблема 1 хотеть сменить номер привязать мобильный приложение находиться друг регион оказываться это сделать лишь один банкомат другой,0.3079565932965115,0.4504228879361139,0.2416205187673745,0.0,1.0,0.0,0.0
260,не удаться установить мобильный приложение тк плэя маркет андроид,0.21040042715947635,0.7322002572871384,0.05739931555338516,0.0,1.0,0.0,0.0
261,здравствуйте тинькофф банк премиальный подписка стоимость 2к месяц последний время персональный менеджер светлана г ва,0.12111251860577146,0.5759020485668566,0.3029854328273719,1.0,0.0,0.0,0.0
262,хотеть поделиться отзыв хоум кредит банк,0.19088034613393662,0.23057350709003993,0.5785461467760236,0.0,1.0,0.0,0.0
263,появиться надобность сделать электронный подпись заказать совкомбанк оплатить 17 08 2022,0.09857868042960875,0.007295184292706288,0.894126135277685,1.0,0.0,0.0,0.0
264,здравствуйте являться должник счёт арестовать,0.02530524160306371,0.8638186847259961,0.11087607367094024,0.0,1.0,0.0,0.0
265,20 06 22 поступить смс втб изменить телефон онлайн покупка карта мошенник развестись тьма не поверить дать смс телефон втб поменять личный визит всякий случай,0.0009055488509278057,0.8874759559407747,0.11161849520829767,0.0,0.0,0.0,1.0
266,увидеть тариф банк это решить открыть счёт данный банк созвон договориться встреча,0.6033345668988664,0.22215113619636334,0.17451429690477022,0.0,1.0,0.0,0.0
267,достаточно лояльно относиться этот банк уметь обходить стандартный сложность взаимодействие возможность избегать общение ситифон,0.7142303582190793,0.2823013547972193,0.0034682869837013466,1.0,0.0,0.0,0.0
268,добрый день думать вопрос решаться быстро связь изменение паспортный данные обратиться банк сотрудница сделать ксерокопия мой паспорт заполнить анкета отпустить подумать быстрый сервис поставить оценка 5,0.9985504942763198,0.00010762042725963096,0.0013418852964203784,1.0,0.0,0.0,0.0
269,сентябрь 2021 год обратиться тинькофф банк открыть карта джуниор ребёнок,0.03568251333319629,0.36909710965672854,0.5952203770100752,0.0,1.0,0.0,0.0
270,25 декабрь 2021 зайти приложение альфа банк начать искать условие перевод кредитный карта найти пункт который снятие наличный перевод приравнять комиссия согласно тариф 50 000 рубль,0.004003281313864914,0.2073635018768676,0.7886332168092673,1.0,0.0,0.0,0.0
271,научить свой персонал умение работать не тратить время клиент,0.07298055819327912,0.8711284810427096,0.055890960764011156,0.3333333333333333,0.6666666666666666,0.0,0.0
272,8 апрель 2022 год совершить денежный перевод сбп совкомбанк экспобанк деньга успешно уйти не прислать,0.10328471028023029,0.16680282218445025,0.7299124675353195,0.0,1.0,0.0,0.0
273,30 09 2022 09 18 воспользоваться банкомат газпромбанк расположить адрес свердловский область город нижний тагил октябрьский проспект 18 снятие наличный 40 000 рубль карта банк открытие,0.00015315319011477196,0.898806867134023,0.10103997967586219,0.0,1.0,0.0,0.0
274,здравствуйте давно являться клиент тинькофф банк ранее не иметь никакой нарекание работа однако вынудить изменить свой мнение высказать крайне негативный отношение деятельность банк настоящий время,0.00019034444297988162,0.9964013318536504,0.003408323703369788,1.0,0.0,0.0,0.0
275,настойчивый работник сбербанк уговорить подключиться сбербанк премьер,0.024544690363655405,0.7570245893419962,0.21843072029434826,1.0,0.0,0.0,0.0
276,договор 21 10 21 0708 интересно стать момент одобрение,0.21282920194240926,0.30068889582181973,0.4864819022357709,0.0,1.0,0.0,0.0
277,находиться граница,0.45918873025084833,0.37386455961902204,0.1669467101301296,1.0,0.0,0.0,0.0
278,здравствуйте 1,0.04462870345589294,0.7926334918538005,0.1627378046903066,1.0,0.0,0.0,0.0
279,прекрасный банк,0.5726509172795077,0.2024574283110813,0.22489165440941106,0.0,1.0,0.0,0.0
280,добрый день являться клиент банк очень давно иметь основной продукт банк дебетовый кредитный карта инвестиция покупать страховка так далее,0.22644255097224852,0.007404982226982521,0.7661524668007689,0.0,1.0,0.0,0.0
281,хотеть выразить благодарность высокий уровень компетенция сотрудник офис город малоярославец,0.985470590405459,0.0007901972524186338,0.013739212342122206,0.6666666666666666,0.3333333333333333,0.0,0.0
282,пока особый проблема банк не испытывать,0.3766963103315845,0.5043494161093451,0.11895427355907032,0.0,1.0,0.0,0.0
283,здравствуйте 21 август 2021 г,0.003655518385603987,0.8782153303853584,0.11812915122903762,1.0,0.0,0.0,0.0
284,редко писать негативный отзыв пао сбербанк бить рекорд,0.0014109469048263182,0.8003268707674973,0.1982621823276764,1.0,0.0,0.0,0.0
285,хороший менеджер который бизнес пунктуальный делать обещать месяц ранее именно день час обещать решать вопрос быстро чётко разумеется условие устаревать клиент,0.9952001613273034,0.0029341233194739706,0.0018657153532225911,1.0,0.0,0.0,0.0
286,просить руководство сбербанк рассмотреть вопрос отношение некоторый сотрудник клиент сбербанк,0.004019881166771671,0.9869065571953776,0.009073561637850818,1.0,0.0,0.0,0.0
287,не советовать вообще открывать озон карта,0.00315896117971513,0.9109273998141278,0.085913639006157,0.0,1.0,0.0,0.0
288,касаться удалённый обслуживание казаться клиент общаться попасть точно не сотрудник представлять организация,0.031455653684581204,0.16818826840617604,0.8003560779092428,0.0,1.0,0.0,0.0
289,здравствуйте хотеть рассказать работать отдел совместный доставка,0.12993546049592986,0.7151642201127902,0.15490031939127996,0.0,1.0,0.0,0.0
290,15 07 22 решить получить кэшбек покупка билет приложение тинькофф,0.1701939108740945,0.33538523283958444,0.49442085628632104,0.0,1.0,0.0,0.0
291,очень оперативный результативный работа сотрудник тинькофф банк,0.9406022189960672,0.013674240516496605,0.04572354048743612,0.5,0.5,0.0,0.0
292,здравствуйте хотеть написать отзыв отвечать клиент сотрудник домклик вк,0.12228420084645017,0.778574487695032,0.09914131145851786,1.0,0.0,0.0,0.0
293,прекрасно представлять банк ответить стандартный отписка прийтись заплатить не поменяться,0.0718271470849775,0.7334387276553022,0.19473412525972048,0.0,0.6666666666666666,0.3333333333333333,0.0
294,заключить сделка продажа свой земельный участок распиаренный сберовский сервис сопровождение сделка безопасный расчёт домклик,0.9674237889839739,0.025801087062126048,0.006775123953899929,0.5,0.5,0.0,0.0
295,огромный благодарность сотрудник банк совкомбанк деньга который распрощаться вернуться к приятный,0.9565133128823567,0.016823764295706256,0.026662922821937034,1.0,0.0,0.0,0.0
296,пытаться оформить возврат средство иностранный магазин просто слать отписка хотя другой банк деньга возвращать взгляд не банк просто не хотеть разбираться проблема,1.7586385603872797e-05,0.999824885847867,0.0001575277665291621,0.3333333333333333,0.6666666666666666,0.0,0.0
297,8 07 открыть эскроу счёт ипотека мкб,0.2947940830054674,0.4446422717131178,0.26056364528141474,0.0,1.0,0.0,0.0
298,оформить мультикарта втб акция 5 октябрь получить сделать первый покупка 7 октябрь,0.033690601096501585,0.06813932294411744,0.8981700759593809,0.6666666666666666,0.3333333333333333,0.0,0.0
299,декабрь месяц мобильный приложение супруг закрыть кредитный карта счёт,0.03678641308869028,0.4771546368087203,0.4860589501025893,1.0,0.0,0.0,0.0
300,добрый день хотеть оставить свой отзыв мтс банк сотрудница ирина,0.4987786328326534,0.3908662127137209,0.11035515445362569,1.0,0.0,0.0,0.0
301,не удаваться перевести деньга долларовый счёт перевод свой счёт снятие деньга банкомат выдавать ошибка технический причина сервис временно недоступный,2.3205846298743777e-05,0.9999386633306592,3.8130823042192365e-05,0.0,1.0,0.0,0.0
302,больший проблема забрать вклад получить процент вклад списываться начислить процент снятие средство который не снимать данный вклад,0.24785858424201607,0.7106105931531429,0.04153082260484098,1.0,0.0,0.0,0.0
303,несколько неделя выходной поступать звонок автоматический реклама данный банк,0.2919904450665436,0.29081840126595265,0.4171911536675038,1.0,0.0,0.0,0.0
304,клиент банк являться 4 год иметься дебетка недавний время проблема не возникать стоить связаться офис банк показаться явный слив,0.10965996055341444,0.07826491910710129,0.8120751203394843,0.3333333333333333,0.6666666666666666,0.0,0.0
305,реклама инстаграм привлечь карта кэшбэкома коммуналка,0.14770678090825767,0.1413521961882882,0.7109410229034542,0.0,1.0,0.0,0.0
306,сделать единственный банкомат село манычский,0.054721303672611146,0.3135078289304743,0.6317708673969146,0.0,1.0,0.0,0.0
307,пользоваться услуга банк совок карта халва 2018 год,0.3565074173150024,0.4878529115710062,0.15563967111399135,0.0,1.0,0.0,0.0
308,16 08 2022г я открыть киви кошелёк,0.05443030486436801,0.07909293448975993,0.866476760645872,1.0,0.0,0.0,0.0
309,являться 10 год клиент банк втб столкнуться проблема невозможно воспользоваться мультибонус втб,0.007428277133186046,0.9515039620133728,0.04106776085344105,0.0,1.0,0.0,0.0
310,итак счёт зарегистрировать озон счёт екома банк 13 июнь,0.2764966680244025,0.6825647847232499,0.04093854725234765,0.0,1.0,0.0,0.0
311,беспомощный банк 21 век не состояние отменить просьба клиент платёж совершить пара минута назад,0.00828650550092568,0.9233322110098328,0.06838128348924156,0.0,1.0,0.0,0.0
312,середина апрель 2022 год забрать почта письмо москва который уведомление привлечение ооо национальный служба взыскание осуществление взаимодействие должник пао мтс банк,0.00042857144935584115,0.764057055084969,0.23551437346567516,0.0,0.0,1.0,0.0
313,хотеть оставить отзыв посещение офис банк воронеж,0.6803908366848107,0.23068908467866164,0.08892007863652744,0.3333333333333333,0.6666666666666666,0.0,0.0
314,оперативно помочь решить проблемы связанный потеря телефон,0.8390559625962514,0.0567856327553718,0.10415840464837675,1.0,0.0,0.0,0.0
315,сегодня чат банк битый час подряд сотрудник пытаться убедить текущий ночью изменить закон математика 1531 это маленький 853 этот банк отклонять операция сумма 853 рубль формулировка недостаточно средство,0.0008202273808286534,0.9991054363606552,7.433625851607363e-05,0.6666666666666666,0.0,0.0,0.3333333333333333
316,приветствовать сложиться банк тинькофф весьма интересный ситуация,0.06612546488827739,0.0907241937320772,0.8431503413796454,1.0,0.0,0.0,0.0
317,16 07 2022г,0.1535169832588832,0.5316614485135163,0.31482156822760055,1.0,0.0,0.0,0.0
318,сегодня 06 02 22 г решить пополнить смарт карта мособлгаз банкомат сбербанк 519163,0.004077317111614242,0.6081546781023165,0.38776800478606926,0.0,1.0,0.0,0.0
319,существо ситуация оформление вклад отделение алтуфьевский 07 11 2020 сотрудник банк уговорить совместно вклад увеличение процентный ставка вклад разделить денежный средство накопительный вклад вклад,0.28105905892490135,0.1404081329251414,0.5785328081499572,1.0,0.0,0.0,0.0
320,11 05 2022 пойти пополнять счёт списание очередной платёж кредит,0.029715265632026745,0.2568950598873966,0.7133896744805767,0.0,1.0,0.0,0.0
321,здравствуйте невозможно скорректировать дать следствие актуализировать профиль проблема второй неделя воз ныне список обращение,0.00016244832940752417,0.9968904240233851,0.0029471276472073427,0.0,1.0,0.0,0.0
322,банк очень нравиться многий рекомендовать 23 09 2021 примерно 13 час произойти очень неприятный событие задвоение операция 22 09 2021 01 50 сумма 99499 руб оплата eldorado сайт,0.04897047984391982,0.8890744096079815,0.06195511054809865,0.0,1.0,0.0,0.0
323,альфа банк стремительно сдуваться весь направление,0.14380240734087898,0.40169660611026825,0.45450098654885285,0.0,1.0,0.0,0.0
324,хотеть оставить жалоба сотрудник втб фамилия который не сказать который мой ведомо посещение банк заблокировать учётный запись 1 декабрь втб онлайн собственный желание горячий линия сказать блокировка,0.0008322684665255501,0.9722265567797903,0.026941174753684176,1.0,0.0,0.0,0.0
325,подать заявление декабрь месяц кредитный карта максимум время акция который обслуживание весь срок обещать бесплатный плюс начисление положительный остаток 10к,0.9861581973201525,0.00123505510048645,0.012606747579360918,1.0,0.0,0.0,0.0
326,целое банк нормальный,0.5485199974960054,0.16641565905617692,0.2850643434478176,0.0,1.0,0.0,0.0
327,здравствуйте хотеть поделиться свой впечатление работа банк точка,0.27637446729919646,0.5833347935046332,0.14029073919617036,0.3333333333333333,0.6666666666666666,0.0,0.0
328,апрель дата списание кредит обратиться контактный центр альфа банк смена дата ежемесячный платёж,0.04220094366189332,0.10746029950667053,0.8503387568314361,0.0,1.0,0.0,0.0
329,являться клиент данный банк начало февраль,0.23232705342824855,0.3657973466404072,0.4018755999313443,0.0,1.0,0.0,0.0
330,история альфа банк начаться ещё половина месяц назад банк какой либо внятный причина ограничить доступ личный кабинет,6.25461948346819e-05,0.9631625378534406,0.03677491595172475,0.0,1.0,0.0,0.0
331,оплатить жкх обнаружить личный кабинет не мочь получить квитанция реквизит оплата,0.0014675563257564885,0.8184029236488047,0.18012952002543886,0.0,1.0,0.0,0.0
332,папа 71 год пенсия перевести втб,0.4511124608601625,0.3453049748729745,0.2035825642668629,1.0,0.0,0.0,0.0
333,обратиться отделение братиславский 28 09 сотрудник помочь интернет банк показать удобно дом вносить платёж кредит досрочно погашать,0.9143996941033946,0.0007259452811712901,0.0848743606154342,1.0,0.0,0.0,0.0
334,хотеть поделиться свой история опыт общение сбербанк,0.004578101677369213,0.41185990646407955,0.5835619918585512,1.0,0.0,0.0,0.0
335,неделя назад онлайн приложение банк жена стать сыпаться штраф нарушение пдд питер другой человек общий сложность прийти несколько день сумма 10000р,0.19859819710222235,0.7638431187697703,0.03755868412800737,1.0,0.0,0.0,0.0
336,невозможно пополнить cчёт альф доллар номер счёт банкомат альф удаваться пополнить максимум 100,0.002465393449138323,0.9735990826261071,0.023935523924754502,0.0,1.0,0.0,0.0
337,являться постоянный зарплатный клиент банк,0.3401781663196545,0.21025879054051666,0.4495630431398288,0.0,1.0,0.0,0.0
338,месяц не мочь продлить страхование ипотека 13 02 2022 оплатить договор страхование квитанция оплата отправить почта 1233 vtb ru 15 02 2022 личный кабинет информация не обновиться сегодняшний день,0.00018264701078304327,0.1357491179582919,0.8640682350309249,1.0,0.0,0.0,0.0
339,пригласить друг тинькофф,0.5368376323556453,0.2014141193502213,0.2617482482941334,1.0,0.0,0.0,0.0
340,24 06 2022 перестать работать перевод сбп номер телефон номер карта тд исходящий входящий,0.19931503175823181,0.731763148252242,0.06892181998952616,0.0,1.0,0.0,0.0
341,обращаться 100 2018 год просьба отключить спам рассылка электронный адрес,0.028340306714679214,0.7901365380662494,0.18152315521907142,0.0,1.0,0.0,0.0
342,добрый день рассказать свой опыт это банк заказать карта кредитный поставить лимит прийти смс одобрение уважаемый ый даниил ваш карта готовый,0.6567759326460358,0.014535663580618184,0.32868840377334585,1.0,0.0,0.0,0.0
343,иметь карта tinkoff black наличный снимать не каждый месяц давный давно установить интернет банк низкий лимит снятие наличный месяц сутки,0.032368642338309,0.6315854311780923,0.3360459264835987,0.3333333333333333,0.6666666666666666,0.0,0.0
344,август я открыть дебетовый карта реферальна ссылка программа лояльность банк друг выполнить условие начисление вознаграждение,0.3801142640312327,0.03841393848778874,0.5814717974809785,0.0,0.3333333333333333,0.6666666666666666,0.0
345,январь 20го год дерзить срочный вклад банк,0.1695801388137301,0.06417075266309577,0.7662491085231741,0.0,1.0,0.0,0.0
346,обратиться горячий линия 16 02 2022 9 07 вопрос приобретение имущество portal da оператор говорить заученный фраза многократно повторять вопрос ответить не смочь стать нервничать хамить затем просто положить трубка,0.002300430334333446,0.9699475710165081,0.02775199864915838,1.0,0.0,0.0,0.0
347,3 март прийти снять евро счёт банк сумма не больший 325 евро,0.5861182764307213,0.3437644804995305,0.07011724306974822,1.0,0.0,0.0,0.0
348,услуга банк пользоваться около 4 год конец октябрь 2021 год решить оформить кредитный карта 100 день сайт приложение альфа банк обещать 1 ый год обслуживание бесплатный,0.015805515616670505,0.38425501459223826,0.5999394697910913,0.0,1.0,0.0,0.0
349,добрый день сегодня возникнуть необходимость зайти личный кабинет муж,0.07728166228664307,0.04898198090569431,0.8737363568076628,1.0,0.0,0.0,0.0
350,узнать интернет программа кэшбэк решить оформить карта,0.13356654706598128,0.15110386231666711,0.7153295906173517,0.0,1.0,0.0,0.0
351,не первый год пользоваться услуга банк,0.1611279154766795,0.6644968597449732,0.17437522477834733,0.0,1.0,0.0,0.0
352,здравствуйте я открыть счёт оформить дебетовый карта банк открытие 07 12 2017,0.0362482740283853,0.7466221682996208,0.21712955767199396,0.0,0.5,0.5,0.0
353,начать нормальный делать горячий линия вообще не понятно сервис работать,0.09565422707912845,0.8540594110468335,0.05028636187403814,0.5,0.5,0.0,0.0
354,здравствуйте это день неделя месяц год уважаемый дмитрий михаилович ответ ваш апелляция сообщать повышенный вознаграждение партнёр мегафон зачислить ваш бонусный счёт вблизкий время,0.004325043410988064,0.9839609047470063,0.011714051842005632,1.0,0.0,0.0,0.0
355,23 08 2022 мытищинский отделение оформить новый карта перевести средство заблокировать,0.0884174527262632,0.45285400906240764,0.45872853821132914,1.0,0.0,0.0,0.0
356,добрый день хотеть оставить отзыв банк качество обслуживание,0.7095139241940689,0.2396227267806239,0.05086334902530722,0.3333333333333333,0.6666666666666666,0.0,0.0
357,день мобильный приложение пропасть мой карта,0.16573610675985279,0.5203703830623443,0.3138935101778028,0.0,1.0,0.0,0.0
358,муж потребительский кредит,0.477352979794099,0.2558586177861882,0.2667884024197129,1.0,0.0,0.0,0.0
359,совершаться операция интернет банк мама пенсионерка закрывать вклад это не вывод средство закрытие вклад переоткрытие другой условие,0.030473136968795292,0.9484143969796274,0.02111246605157731,0.0,1.0,0.0,0.0
360,совершить оплата тсп карта visa альфа банк,0.09296850211735079,0.1577496190508766,0.7492818788317727,0.0,1.0,0.0,0.0
361,альфа банк привет хотеть узнать такой чат 2 час пообщаться 7 сотрудник почему оператор желание слить клиент обратиться чат просьба закрыть счёт начаться,4.345696162854529e-05,0.9991526990012553,0.0008038440371162078,1.0,0.0,0.0,0.0
362,течение определённый время постановление фссп удерживать дс,0.3593877609366832,0.24207456669041066,0.39853767237290605,1.0,0.0,0.0,0.0
363,31 03 2022 физический лицо банк который находиться ирландия совершить перевод доллар сша,0.22695125506507657,0.7556595644670949,0.01738918046782854,0.0,1.0,0.0,0.0
364,банк втб неоднократно игнорировать просьба заявление претензия исключение мой номер телефон любой рекламный рассылка звонок,0.04471026432269256,0.7883860921571544,0.16690364352015305,1.0,0.0,0.0,0.0
365,обращение банк 12311301 начать это любимый банк постоянный клиент иметь минимум продукт открытый,0.03653205376070617,0.8173597406010614,0.14610820563823243,1.0,0.0,0.0,0.0
366,конец прошлое год мой внимание привлечь многочисленный сообщение акция новый клиент росбанк оформление карта можновсё,0.7684629157747919,0.14490627938949363,0.08663080483571457,0.0,1.0,0.0,0.0
367,здравствуйте измениться контактный номер старый пользоваться посторонний человек который не знать совершенно,0.0022289686799683655,0.9865065086035295,0.011264522716502152,0.0,1.0,0.0,0.0
368,пролететь 10 год мой общение банк,0.3290126919990352,0.4315795989847678,0.23940770901619707,0.0,1.0,0.0,0.0
369,здравствуйте просить разобраться мой ситуация решить данный инцидент который случиться халатность сбербанк,8.785590875260456e-05,0.9660463277203595,0.033865816370887994,0.6666666666666666,0.3333333333333333,0.0,0.0
370,2 январь 2022 г,0.09706762499224453,0.247539771279726,0.6553926037280294,1.0,0.0,0.0,0.0
371,принудительно перевести совкомбанк кредитный карта восточный,0.09494836815925306,0.3513958615843537,0.5536557702563932,1.0,0.0,0.0,0.0
372,оформить подписка сберпрайм 10 12 20 год,0.23416738275747667,0.1851864547778816,0.5806461624646417,1.0,0.0,0.0,0.0
373,посвящаться банк который подобный событие невозможный disclaimer персонаж событие не вымышленный знать точно невозможный возможно далее,0.01818989552530056,0.6869300533646462,0.29488005111005317,0.3333333333333333,0.6666666666666666,0.0,0.0
374,предлагать потребительский кредит требоваться страхование жизнь,0.15598640214063794,0.33579163599990164,0.5082219618594604,1.0,0.0,0.0,0.0
375,30 08 22г,0.13187334532178777,0.16470687182502336,0.7034197828531888,1.0,0.0,0.0,0.0
376,премиальный карти ситибанк priority пакет услуга входить бесплатный страховка путешественник,0.11180892241095201,0.5953239282013845,0.2928671493876634,1.0,0.0,0.0,0.0
377,не проходить перевод сбп номер телефон тинькофф банк,0.4495697067077878,0.4712192025185434,0.07921109077366897,1.0,0.0,0.0,0.0
378,долго не мочь подключить мобильный бан головной офис приезжать туда несколько сидеть час,0.011048486114363524,0.828488325709407,0.16046318817622943,1.0,0.0,0.0,0.0
379,добрый время сутки сегодня 21 02 2022 12 50 местный время г,0.038776456607433896,0.019586065105374917,0.9416374782871911,1.0,0.0,0.0,0.0
380,являться ип глава кфх,0.05333897438638804,0.12229591759490405,0.8243651080187081,1.0,0.0,0.0,0.0
381,весь привет хотеть поделиться свой история,0.040532944788877354,0.4836969385199439,0.47577011669117875,0.0,1.0,0.0,0.0
382,28 02 2022 год позвонить колл центр банк просьба выдача средство валюта мой валютный счёт,0.22762988121439542,0.5126725156998992,0.2596976030857053,0.0,1.0,0.0,0.0
383,считать банк тинькофф один хороший банк россия,0.8611882225536556,0.02452820805435825,0.1142835693919863,0.0,0.6666666666666666,0.3333333333333333,0.0
384,недобросовестный банк 11 12 2021 решить тц ригамолл банкомат магазин азбука вкус маркет банкомат деньга закинуть карта достать пачка сунуть банкомат банкомат деньга сожрать выдать ошибка превысить размер купюра излишек,5.030037775473983e-07,0.9998330930333741,0.0001664039628484165,1.0,0.0,0.0,0.0
385,банк запустить свой сервис pro premium конец 2020 год решить попробовать премиальный сервис дело,0.01233318631850558,0.6346683008039692,0.35299851287752526,0.0,1.0,0.0,0.0
386,получить очень профессиональный доброжелательный обслуживание евгений м,0.98365712762845,0.008740549725363386,0.007602322646186656,0.0,1.0,0.0,0.0
387,ранее пользоваться услуга банк,0.36486461476729326,0.35260464695761906,0.2825307382750876,0.0,1.0,0.0,0.0
388,подать заявка кредитный карта 17 10,0.1149426086489134,0.27938941789842986,0.6056679734526569,1.0,0.0,0.0,0.0
389,дорогой друг перестать сколько,0.08515321649661683,0.8575036175317171,0.057343165971665964,1.0,0.0,0.0,0.0
390,извиняться заранее возможный грамматический ошибка отзыв писать быстро,0.35592729099717074,0.11372999293817873,0.5303427160646504,0.0,1.0,0.0,0.0
391,не думать столкнуться проблема крупный банк,0.017963689206748287,0.9290387117796511,0.052997599013600655,0.0,1.0,0.0,0.0
392,обратиться банк закрытие счёт закрытие договор далее удбый,0.07361918179148062,0.8185010244049536,0.10787979380356565,0.0,1.0,0.0,0.0
393,баланс бонусный счёт не обновляться 2 неделя хотя история покупка видеть сколько начислить бонус служба поддержка постоянно отвечать ждать тип ошибка приложение создать заявка ожидание 3 рабочий день время,2.6025024272338943e-05,0.9984109741815816,0.0015630007941461336,1.0,0.0,0.0,0.0
394,оформлять вклад процент,0.6585941984511043,0.24930261852469918,0.09210318302419655,1.0,0.0,0.0,0.0
395,писать лицо человек который просто использовать карта оплата покупка вживую онлайн перевод накопление некий сумма,0.18577584631409955,0.7929076232781284,0.02131653040777218,1.0,0.0,0.0,0.0
396,просить вернуть мой деньга,0.1333498703810941,0.6830909952792948,0.18355913433961096,0.0,1.0,0.0,0.0
397,пара день назад класть 4000 рубль карта банкомат отделение банк произойти крайне неприятный ситуация банкомат просто зависнуть,5.891640790982099e-05,0.9995430567868218,0.00039802680526849685,0.0,1.0,0.0,0.0
398,выражать огромный благодарность банк именно офис город киров привокзальный площадь 1 компетентный обслуживание вежливый отношение помощь,0.9999719479773947,8.385727944278185e-06,1.9666294661106585e-05,0.3333333333333333,0.6666666666666666,0.0,0.0
399,произойти страховой случай библио глобус туроператор,0.13919304004565924,0.401323034111934,0.45948392584240666,0.0,1.0,0.0,0.0
400,сегодня обратиться банк отделение маркс 20,0.035014368184395274,0.6742249085165399,0.29076072329906477,0.5,0.5,0.0,0.0
401,здравствуйте протяжение два неделя невозможно перевести деньга личный кабинет сайт втб онлайн,0.00022226688975844706,0.9941210365402077,0.005656696570033915,0.5,0.5,0.0,0.0
402,обращение чат относительно истекший карта попытаться узнать работать банк автоматически продлять срок действие истекший карта,0.008929714575840486,0.9780781960599989,0.01299208936416069,0.0,1.0,0.0,0.0
